score,n_species,measure,tables,primary,review,indexed,id,cite,year,authors,title,journal,doi,groups,pdf,chars
7.2,2,5,0,0,0,True,8871,Martins 2023,2023,"Martins, Pedro Tiago; Boeckx, Cedric",The trade-off between vocal learning and dexterity:  a balancing act,EcoEvoRxiv,10.32942/x2f88f,traits evo M1,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0048356331/Martins-2023-The trade-off between vocal learn.pdf,50328
7.2,0,27,0,3,1,True,8077,Padamsey 2022,2022,"Padamsey, Z.; Katsanevaki, D.; Dupuy, N.; +1",Neocortex saves energy by reducing coding precision during food scarcity,Neuron,10.1016/j.neuron.2021.10.024,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0076065812/Padamsey-Neocortex saves energy by reducing co.pdf,134744
7.2,0,21,1,1,0,True,1674,Edler 2013,2013,"Edler, M.; Sherwood, C C; Gilissen, E.",A comparative analysis of hippocampus size and ecological factors in primates,Am J Phys Anthropol,,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0037623445/Edler-AAPA-Poster-2013-FINAL.pdf,6483
7.2,2,1,0,2,0,True,2534,Remedios 2010,2010,"Remedios, R.; Logothetis, N. K.; Kayser, C.",Unimodal responses prevail within the multisensory claustrum,J Neurosci,10.1523/JNEUROSCI.2937-10.2010,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4042002865/Remedios-2010-Unimodal Responses P.pdf,35583
7.2,0,7,2,5,0,True,2337,Goodrich-Hunsaker 2008,2008,"Goodrich-Hunsaker, N. J.; Hunsaker, M. R.; Kesner, R. P.","The interactions and dissociations of the dorsal hippocampus subregions: how the dentate gyrus, CA3, and CA1 process spatial information",Behav Neurosci,10.1037/0735-7044.122.1.16,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2718817224/GoodrichHunsaker_etal_2008.pdf,51996
7.2,0,19,2,1,1,True,1829,Lindenfors 2005,2005,"Lindenfors, P.","Neocortex evolution in primates: the ""social brain"" is for females",Biol Lett,10.1098/rsbl.2005.0362,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0610645107/Lindenfors-2005-Neocortex evolution.pdf,18858
7.2,2,3,0,1,0,True,829,Baizer 2001,2001,"Baizer, J. S.",Serotonergic innervation of the primate claustrum,Brain Res Bull,10.1016/s0361-9230(01)00535-4,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3119609031/Baizer-2001-Serotonergic innerva.pdf,21284
7.0,0,22,1,0,0,True,172,Paul 2005,2005,"Paul, Robert H.; Brickman, Adam M.; Navia, Bradford; +6",Apathy is Associated With Volume of the Nucleus Accumbens in Patients Infected With HIV,J Neuropsychiat Clin Neurosci,10.1176/appi.neuropsych.17.2.167,striatum subcomp,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0786039021/paul_etal_2005.pdf,23238
7.0,0,18,0,5,0,True,6191,Barbier 2002,2002,"Barbier, E. L.; Marrett, S.; Danek, A.; +6",Imaging cortical anatomy by high-resolution MR at 3.0T: detection of the stripe of Gennari in visual area 17,Magn Reson Med,10.1002/mrm.10255,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0921534628/Barbier-2002-Imaging cortical ana.pdf,20263
7.0,0,32,0,2,2,True,8135,Allman 2002,2002,"Allman, J.; Hakeem, A.; Watson, K.",Two phylogenetic specializations in the human brain,Neuroscientist,,VENs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1708302642/allman_etal_2002.pdf; /sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2711809221/Allman-2002-Two phylogenetic specializations i.pdf,80805
7.0,1,0,2,2,0,True,6494,Qi 1999,1999,"Qi, H. X.; Jain, N.; Preuss, T. M.; +1",Inverted pyramidal neurons in chimpanzee sensorimotor cortex are revealed by immunostaining with monoclonal antibody SMI-32,Somatosens Mot Res,,sensorimotor cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2586986132/qi_etal_1999.pdf,26140
7.0,1,6,0,5,0,True,1594,Vickers 1997,1997,"Vickers, J. C.; Hof, P. R.; Schumer, R. A.; +3",Magnocellular and parvocellular visual pathways are both affected in a macaque monkey model of glaucoma,Aust N Z J Ophthalmol,10.1111/j.1442-9071.1997.tb01400.x,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4180745547/Vickers-1997-Magnocellular and pa.pdf,17110
6.8,2,1,0,1,0,True,8323,Whishaw 2021,2021,"Whishaw, I. Q.; Burke, C. J.; Pellis, S. M.",Does play shape hand use skill in rats?,Exp Brain Res,10.1007/s00221-021-06097-6,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0304089164/Whishaw-2021-Does play shape hand use skill in.pdf,59784
6.8,1,17,0,1,1,True,673,Rocher 2003,2003,"Rocher, A. B.; Chapon, F.; Blaizot, X.; +2",Resting-state brain glucose utilization as measured by PET is directly related to regional synaptophysin levels: a study in baboons,Neuroimage,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4089174008/Rocher-2003-Resting-state brain.pdf,24969
6.8,1,3,1,3,0,True,1018,Mufson 1982,1982,"Mufson, E. J.; Mesulam, M. M.",Insula of the old world monkey. II: Afferent cortical input and comments on the claustrum,J Comp Neurol,,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2236123282/mufson_mesulam_1982_II.pdf,53723
6.8,0,19,0,4,0,True,5994,Epstein 1978,1978,"Epstein, H. T.; Epstein, E. B.",The relationship between brain weight and head circumference from birth to age 18 years,Am J Phys Anthropol,10.1002/ajpa.1330480405,Brain Size Measures,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3949310544/Epstein-1978-The relationship bet.pdf,7840
6.5,0,6,1,7,0,True,5956,Fajardo 2008,2008,"Fajardo, C.; Escobar, M. I.; Buritica, E.; +4",Von Economo neurons are present in the dorsolateral (dysgranular) prefrontal cortex of humans,Neurosci Lett,,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1841452831/fajardo_etal_2008.pdf,15307
6.5,0,10,2,2,0,True,7650,De Volder 1997,1997,"De Volder, A. G.; Bol, A.; Blin, J.; +5",Brain energy metabolism in early blind subjects: neural activity in the visual cortex,Brain Res,10.1016/s0006-8993(96)01352-2,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2141624395/De Volder-1997-Brain energy metabolism in earl.pdf,47523
6.5,1,0,2,1,0,True,223,Markowitsch 1980,1980,"Markowitsch, H. J.; Pritzel, M.; Wilson, M.; +1",The prefrontal cortex of a prosimian (Galago senegalensis) defined as the cortical projection area of the thalamic mediodorsal nucleus,Neuroscience,10.1016/0306-4522(80)90094-9,prefrontal,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0279121308/Markowitsch-1980-The prefrontal corte.pdf,24206
6.5,0,20,0,3,0,True,8325,Welker 1959,1959,"Welker, W. I.; Seidenstein, S.",Somatic sensory representation in the cerebral cortex of the racoon (Procyon lotor),J Comp Neurol,10.1002/cne.901110306,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2442186203/Welker-1959-Somatic sensory representation in.pdf,71062
6.2,0,11,2,1,0,True,9510,Porto-Pazos 2011,2011,"Porto-Pazos, A. B.; Veiguela, N.; Mesejo, P.; +5",Artificial astrocytes improve neural network performance,PLoS One,10.1371/journal.pone.0019109,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3829176211/Porto-Pazos-2011-Artificial astrocytes improve.pdf,30695
6.2,0,23,0,1,0,True,7612,Colonnier 1981,1981,"Colonnier, M.; O'Kusky, J.",[Number of neurons and synapses in the visual cortex of different species],Rev Can Biol,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1493510923/colonnier_okusky_1981.pdf,32006
6.2,0,1,4,0,0,True,1306,Kennedy 1957,1957,"Kennedy, C.; Sokoloff, L.",An adaptation of the nitrous oxide method to the study of the cerebral circulation in children; normal values for cerebral blood flow and cerebral metabolic rate in childhood,J Clin Invest,10.1172/JCI103509,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1782280523/Kennedy-1957-An adaptation of the.pdf,28471
6.0,1,8,0,4,1,True,7608,Haldipur 2019,2019,"Haldipur, Parthiv; Aldinger, Kimberly A.; Bernardo, Silvia; +19",Spatiotemporal expansion of primary progenitor zones in the developing human cerebellum,Science,10.1126/science.aax7526,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2783042640/Haldipur-2019-Spatiotemporal expansion of prim.pdf,40990
6.0,0,18,1,0,0,True,7480,Cole 2017,2017,"Cole, J. H.; Franke, K.",Predicting Age Using Neuroimaging: Innovative Brain Ageing Biomarkers,Trends Neurosci,10.1016/j.tins.2017.10.001,brain structure vol life history health,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2188487421/Cole-2017-Predicting Age Using Neuroimaging_ I.pdf,46850
6.0,0,0,4,0,0,True,1419,Ffytche 2011,2011,"Ffytche, D. H.; Zeki, S.","The primary visual cortex, and feedback to it, are not necessary for conscious vision",Brain,10.1093/brain/awq305,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3080346453/Ffytche--The primary visual c.pdf,57642
6.0,1,2,0,5,0,True,1399,Lyon 2010,2010,"Lyon, D. C.; Nassi, J. J.; Callaway, E. M.",A disynaptic relay from superior colliculus to dorsal stream visual cortex in macaque monkey,Neuron,10.1016/j.neuron.2010.01.003,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2807122653/lyon_etal_2010.pdf,58105
6.0,0,2,3,2,0,True,3097,Pirlot 1985,1985,"Pirlot, P.; Jiao, S. S.",Quantitative morphology of the panda brain in comparison with the brains of the raccoon and the bear,J Hirnforsch,,brain structure size data; Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0524581324/pirlot_jiao_1985.pdf,30953
5.8,0,3,0,10,0,True,840,Petrides 2002,2002,"Petrides, M.; Pandya, D. N.",Comparative cytoarchitectonic analysis of the human and the macaque ventrolateral prefrontal cortex and corticocortical connection patterns in the monkey,Eur J Neurosci,10.1046/j.1460-9568.2001.02090.x,prefrontal,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2175747677/Petrides-2002-Comparative cytoarch.pdf,71322
5.5,1,14,3,1,6,True,5140,Duret 2018,2018,"Duret, P.; Samson, F.; Pinsard, B.; +4",Gyrification changes are related to cognitive strengths in autism,Neuroimage Clin,10.1016/j.nicl.2018.04.036,gyrification,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0751148989/Duret-2018-Gyrification changes are related to.pdf,57525
5.5,0,6,2,4,1,True,1859,Shultz 2010,2010,"Shultz, S.; Dunbar, R.",Encephalization is not a universal macroevolutionary phenomenon in mammals but is associated with sociality,Proc Natl Acad Sci U S A,10.1073/pnas.1005246107,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0012692331/Shultz--Encephalization is n.pdf,32102
5.5,0,4,5,0,3,True,696,Durston 2001,2001,"Durston, W.; Carl, M. L.; Guerra, W.; +7",Comparison of quality and cost-effectiveness in the evaluation of symptomatic cholelithiasis with different approaches to ultrasound availability in the ED,Am J Emerg Med,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2542116722/durston_etal_2001.pdf,61089
5.5,0,20,0,1,0,True,6807,Kaas 2000,2000,"Kaas, Jon H.",Why is Brain Size so Important:  Design Problems and Solutions as Neocortex Gets Bigger or Smaller,Brain Mind,,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2167674917/kaas_2000.pdf,48203
5.5,0,16,0,3,0,True,1979,Krebs 1989,1989,"Krebs, J. R.; Sherry, D. F.; Healy, S. D.; +2",Hippocampal specialization of food-storing birds,Proc Natl Acad Sci U S A,,hippocampus,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0880944650/Krebs-1989-Hippocampal speciali.pdf,19372
5.5,1,6,0,2,0,True,2162,Pilleri 1965,1965,"Pilleri, G.",The brain of the Southern Sei whale (Balaenoptera borealis Lesson),Experientia,10.1007/bf02138483,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0773058976/Pilleri-1965-The brain of the Sou.pdf,7076
5.5,1,0,0,5,0,True,6040,Filimonoff 1933,1933,"Filimonoff, I. N.",Über die Variabilität der Großhirnrindenstruktur.  Mitteilung III. Regio occipitalis bei der höheren und niederen Affen,J Psychol Neurol,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1478375525/filimonoff_1933.pdf,246739
5.2,0,3,3,0,0,True,2539,Heydrich 2013,2013,"Heydrich, L.; Blanke, O.",Distinct illusory own-body perceptions caused by damage to posterior insula and extrastriate cortex,Brain,10.1093/brain/aws364,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2033505235/Heydrich-2013-Distinct illusory ow.pdf,70905
5.2,1,7,0,1,0,True,2630,Ardila 2008,2008,"Ardila, A.",On the evolutionary origins of executive functions,Brain Cogn,10.1016/j.bandc.2008.03.003,prefrontal,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2350034046/Ardila-2008-On the evolutionary.pdf,65582
5.2,0,13,0,4,0,True,8573,Sherwood 2003,2003,"Sherwood, C. C.; Holloway, R. L.; Gannon, P. J.; +4","Neuroanatomical basis of facial expression in monkeys, apes, and humans",Ann N Y Acad Sci,10.1196/annals.1280.021,Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3928853749/Sherwood-2003-Neuroanatomical basis of facial.pdf,9494
5.2,0,17,0,4,1,True,796,Duncan 2003,2003,"Duncan, R. O.; Boynton, G. M.",Cortical magnification within human primary visual cortex correlates with acuity thresholds,Neuron,10.1016/S0896-6273(03)00265-4,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2893082030/duncan_boynton_2003.pdf,78065
5.2,1,3,1,0,0,True,931,Nakahara 2002,2002,"Nakahara, K.; Hayashi, T.; Konishi, S.; +1",Functional MRI of macaque monkeys performing a cognitive set-shifting task,Science,"10.1126/science.1067653295/5559/1532 [pii]",prefrontal,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3806856997/Nakahara-2002-Functional MRI of ma.pdf,34297
5.2,0,21,0,0,0,True,1604,Johnson 2001,2001,"Johnson, M. H.",Functional brain development in humans,Nat Rev Neurosci,"10.1038/3508150935081509 [pii]",metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0608034985/Johnson-2001-Functional brain dev.pdf,55368
5.2,0,7,2,1,0,True,8877,Rassler 2000,2000,"Rassler, B.; Kohl, J.",Coordination-related changes in the rhythms of breathing and walking in humans,Eur J Appl Physiol,10.1007/s004210000224,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0792000401/Rassler-2000-Coordination-related changes in t.pdf,41599
5.2,1,5,0,2,0,True,5935,Hockfield 1983,1983,"Hockfield, S.; McKay, R. D.; Hendry, S. H.; +1",A surface antigen that identifies ocular dominance columns in the visual cortex and laminar features of the lateral geniculate nucleus,Cold Spring Harb Symp Quant Biol,10.1101/SQB.1983.048.01.090,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1367122594/Hockfield-1983-A surface antigen th.pdf,45658
5.2,0,11,1,2,0,True,5732,Mann 1979,1979,"Mann, D. M.; Yates, P. O.",A quantitative study of the glia of the Purkinje cell layer of the cerebellum in mammals,Neuropathol Appl Neurobiol,10.1111/j.1365-2990.1979.tb00615.x,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3217680091/Mann-1979-A quantitative study.pdf,12538
5.0,0,6,0,7,0,True,8344,Schuppe 2022,2022,"Schuppe, E. R.; Cantin, L.; Chakraborty, M.; +8",Forebrain nuclei linked to woodpecker territorial drum displays mirror those that enable vocal learning in songbirds,PLoS Biol,10.1371/journal.pbio.3001751,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3829176416/Schuppe-2022-Forebrain nuclei linked to woodpe.pdf,100277
5.0,0,12,1,1,0,True,534,Rilling 2007,2007,"Rilling, J. K.; Barks, S. K.; Parr, L. A.; +5",A comparison of resting-state brain activity in humans and chimpanzees,Proc Natl Acad Sci U S A,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1455252833/Rilling_etal_2007.pdf,42470
5.0,0,12,1,1,0,True,2879,Van Essen 1997,1997,"Van Essen, D. C.",A tension-based theory of morphogenesis and compact wiring in the central nervous system,Nature,10.1038/385313a0,gyrification,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1976714673/vanessen_1997.pdf,40806
5.0,1,0,1,3,1,True,1842,Yoshioka 1994,1994,"Yoshioka, T.; Levitt, J. B.; Lund, J. S.",Independence and merger of thalamocortical channels within macaque monkey primary visual cortex: anatomy of interlaminar projections,Vis Neurosci,10.1017/S0952523800002406,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1732360161/Yoshioka-1994-Independence and mer.pdf,77479
4.8,0,17,0,1,0,True,1754,Attwell 2001,2001,"Attwell, D.; Laughlin, S. B.",An energy budget for signaling in the grey matter of the brain,J Cereb Blood Flow Metab,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2581976279/Attwell-2001-An energy budget for.pdf,68191
4.8,0,19,0,0,0,True,523,Chechik 1998,1998,"Chechik, G.; Meilijson, I.; Ruppin, E.",Synaptic pruning in development: a computational account,Neural Comput,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3970508663/chechik_etal_1998.pdf,37027
4.8,1,1,0,3,0,True,459,Benevento 1982,1982,"Benevento, Louis A.; Standage, Gregg P.",Demonstration of lack of dorsal lateral geniculate nucleus input to extrastriate areas MT and Visual 2 in the macaque monkey,Brain Res,,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2432148868/benevento_standage_1982.pdf,16632
4.5,0,10,2,0,1,True,2656,West 2014,2014,"West, Rhiannon J. D.","The evolution of large brain size in birds is related to social, not genetic, monogamy",Biol J Linn Soc,10.1111/bij.12193,mating system,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0333293468/West-2014-The evolution of lar.pdf,45682
4.5,1,0,1,0,0,True,2209,Gavrilets 2012,2012,"Gavrilets, S.",Human origins and the transition from promiscuity to pair-bonding,Proc Natl Acad Sci U S A,10.1073/pnas.1200717109,mating system,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1063485056/Gavrilets-2012-Human origins and th.pdf,39560
4.5,0,8,0,7,1,True,2535,Smith 2012,2012,"Smith, J. B.; Radhakrishnan, H.; Alloway, K. D.",Rat claustrum coordinates but does not integrate somatosensory and motor cortical information,J Neurosci,10.1523/JNEUROSCI.1524-12.2012,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3169268459/Smith-2012-Rat claustrum coordi.pdf,32833
