canonical_specimen,record_type,specimen_kind,access_class,evidence_source_ids,specimen_name,primary_identifier,alternate_identifiers,collection,source_publication,item_reference,printed_name,published_taxon,resolved_taxon,taxon_concept,taxon_conflict,match,sex,note
BARKS-GORIGOR-506,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,506,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-1108,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,1108,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,matched,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the accession/catalog code printed by the source. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-783,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,783,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-234,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,234,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-191,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,191,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-820,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,820,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-653,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,653,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-224,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,224,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-15,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,15,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-9907,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,9907,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla graueri,Gorilla gorilla graueri,Gorilla beringei graueri,,TRUE,matched,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the accession/catalog code printed by the source. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample. TAXON CONFLICT: Barks' own Table 1 prints Gorilla beringei graueri while the values recovered via DeCasien & Higham's MOESM3 print Gorilla gorilla graueri for this same specimen number. One animal, two printed genera; resolved_taxon follows the measuring paper."
BARKS-GORIBER-49,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,49,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla graueri,Gorilla gorilla graueri,Gorilla beringei graueri,,TRUE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample. TAXON CONFLICT: Barks' own Table 1 prints Gorilla beringei graueri while the values recovered via DeCasien & Higham's MOESM3 print Gorilla gorilla graueri for this same specimen number. One animal, two printed genera; resolved_taxon follows the measuring paper."
BARKS-GORIBER-28,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,28,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla graueri,Gorilla gorilla graueri,Gorilla beringei graueri,,TRUE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample. TAXON CONFLICT: Barks' own Table 1 prints Gorilla beringei graueri while the values recovered via DeCasien & Higham's MOESM3 print Gorilla gorilla graueri for this same specimen number. One animal, two printed genera; resolved_taxon follows the measuring paper."
